# No.	Zi	Source	IDC	Component A	Component B, or
# No.	Zi	Source	Single	IDC	Component.
# See `docs/lintelstat.py` for more details.
738	僢	GTJKP	⿰	亻	舜
739	僣	GHTJKPV	⿰	亻	替
740	僤	GHTJKPV	⿰	亻	單
741	僥	GHTJKPV	⿰	亻	堯
742	僦	GHTJKP	⿰	亻	就
743	僧	GHTKPV	⿰	亻	曾
743	僧	J	⿰	亻	曽
744	僨	GHTJKP	⿰	亻	賁
745	僩	GHTJK	⿰	亻	閒
746	僪	GHTKP	⿰	亻	矞
747	僫	GT	⿰	亻	惡
748	僬	GHTKP	⿰	亻	焦
749	僭	GHTJKPV	⿰	亻	朁
750	僮	GHTJKPV	⿰	亻	童
751	僯	GHTJKP	⿰	亻	粦
752	僰	GHTKP	⿱	棘	人
753	僱	GHTJKP	⿰	亻	雇
755	僳	GHTJK	⿰	亻	粟
756	僴	GHTK	⿰	亻	間
757	僵	GHTJKP	⿰	亻	畺
758	僶	GHTJKP	⿰	亻	黽
759	僷	GTK	⿰	亻	葉
760	僸	GHTKP	⿰	亻	禁
761	價	GHTJKPV	⿰	亻	賈
762	僺	GTJ	⿰	亻	喿
763	僻	GHTJKP	⿰	亻	辟
764	僼	GHT	⿰	亻	豊
765	僽	GHTKP	⿰	亻	愁
766	僾	GHTJKP	⿰	亻	愛
767	僿	GHTKP	⿰	亻	塞
768	儀	GHTJKPV	⿰	亻	義
769	儁	GHTJKP	⿰	亻	雋
770	儂	GHTJKPV	⿰	亻	農
771	儃	GHTJKP	⿰	亻	亶
772	億	GHTJKPV	⿰	亻	意
773	儅	GHTKP	⿰	亻	當
774	儆	GHTJKP	⿰	亻	敬
775	儇	GHTJKP	⿰	亻	睘
776	儈	GHTJKPV	⿰	亻	會
777	儉	GHTJKPV	⿰	亻	僉
778	儊	GHT	⿰	亻	楚
779	儋	GHTJKP	⿰	亻	詹
780	儌	GHTJKPV	⿰	亻	敫
781	儍	GHTJK	⿰	亻	𡕰
782	儎	GHTJK	⿰	亻	載
783	儏	GT	⿰	亻	粲
784	儐	GHTJKP	⿰	亻	賓
785	儑	GHTKP	⿰	亻	㬎
786	儒	GHTJKPV	⿰	亻	需
787	儓	GHTKP	⿰	亻	臺
788	儔	GHTJKP	⿰	亻	壽
789	儕	GHTJKP	⿰	亻	齊
790	儖	GTJKP	⿰	亻	監
791	儗	GHTJKPV	⿰	亻	疑
792	儘	GHTJKP	⿰	亻	盡
793	儙	GTJ	⿰	亻	遣
794	儚	GHTJKP	⿰	亻	夢
795	儛	GTJKP	⿰	亻	舞
796	儜	GHTJKP	⿰	亻	寧
797	儝	GTJK	⿰	亻	榮
798	儞	GTJKP	⿰	亻	爾
799	償	GHTJKP	⿰	亻	賞
800	儠	GHTKP	⿰	亻	巤
801	儡	GHTJKP	⿰	亻	畾
802	儢	GHTKP	⿰	亻	慮
803	儣	GTJK	⿰	亻	廣
804	儤	GHTKP	⿰	亻	暴
805	儥	GTKP	⿰	亻	賣
805	儥	H	⿰	亻	𧶠
806	儦	GHTKP	⿰	亻	麃
807	儧	GTJKP	⿰	亻	賛
808	儨	GTJK	⿰	亻	質
809	儩	GHTKP	⿰	亻	賜
810	優	GHTJKPV	⿰	亻	憂
811	儫	GHTK	⿰	亻	豪
812	儬	GTJ	⿰	亻	靚
813	儭	GHTJKP	⿰	亻	親
814	儮	GHT	⿰	亻	歷
815	儯	GTJK	⿰	亻	駦
816	儰	GKP	⿰	亻	蔿
816	儰	HT	⿰	亻	蒍
817	儱	GHTJKP	⿰	亻	龍
818	儲	GHTJKP	⿰	亻	諸
819	儳	GHTJKPV	⿰	亻	毚
820	儴	GHTJKP	⿰	亻	襄
822	儶	GTKP	⿰	亻	巂
823	儷	GHTJKP	⿰	亻	麗
824	儸	GHTJKP	⿰	亻	羅
825	儹	GHTJKP	⿰	亻	贊
826	儺	GHTJKP	⿰	亻	難
827	儻	GHTJKP	⿰	亻	黨
828	儼	GHTJKPV	⿰	亻	嚴
829	儽	GHTKP	⿰	亻	纍
830	儾	GTPV	⿰	亻	囊
831	儿	GHTJKP	⿰	丿	乚
832	兀	GHTJKPV	⿱	一	儿
833	允	GHTJKP	⿱	厶	儿
835	元	GHTJKPV	⿱	一	兀
836	兄	GHTJKPV	⿱	口	儿
837	充	GHTJKPV	⿱	亠	允
839	兇	GHTJKPV	⿱	凶	儿
840	先	GHTJKPV	⿱	𠂒	儿
840	先	X	⿰	㇒	圥
841	光	GHTJKPV	⿱	⺌	兀
842	兊	GTJK	⿱	公	儿
843	克	GHTJKPV	⿱	十	兄
843	克	X	⿱	古	儿
845	免	JV	⿱	？	儿
847	兏	GTJ	⿸	𠂆	𠑷
848	児	GTJKP	⿱	旧	儿
850	兒	GHTJKPV	⿱	臼	儿
851	兓	G[H][V][U][B]	⿰	旡	旡
851	兓	TJK	⿰	兂	兂
852	兔	GHTPV[B]	⿷	免	丶
853	兕	GHTJKP	⿱	凹	儿
854	兖	GHTK	⿱	亠	兊
855	兗	GHTJKP	⿱	亠	兌
856	兘	GTJ	⿺	元	台
857	兙	GHT	⿺	克	十
858	党	GHTJKPV	⿱	龸	兄
858	党	X	⿱	𫩠	儿
859	兛	GHT	⿺	克	千
861	兝	GHT	⿺	克	分
862	兞	GHT	⿺	克	毛
863	兟	GHTJKP	⿰	先	先
865	兡	GHT	⿺	克	百
866	兢	GHTJKPV	⿰	克	克
867	兣	GHT	⿺	克	厘
868	兤	GTJKP	⿺	光	廣
870	兦	GTJKP	⿺	𠃊	入
872	全	GJV	⿱	𠆢	王
872	全	HTKP	⿱	入	王
875	八	GHT	⿰	丿	㇏
875	八	JKPV	⿰	丿	乁
876	公	GHTJKPV	⿱	八	厶
877	六	GHTJKPV	⿱	亠	八
878	兮	GHTJKPV	⿱	八	丂
879	兯	GK	⿱	丷	𰆊
880	兰	G	⿱	丷	三
881	共	GHTJKPV	⿱	龷	八
882	兲	GT	⿱	王	八
883	关	G[H][M][T]J[V]	⿱	丷	天
883	关	T[K]P	⿱	八	天
886	其	GHTJKPV	⿱	？	八
887	具	GH[M]TKPV[B]	⿱	？	八
889	兹	GHTP	⿱	䒑	𢆶
890	兺	K	⿱	分	𠮟
893	兽	G	⿱	𬎿	𠮛
894	兾	G	⿱	丷	異
894	兾	TJKP	⿱	八	異
896	冀	GHTJKP	⿱	北	異
897	冁	G	⿰	单	展
899	冃	GTJ	⿵	冂	𠄠
902	円	GHTJKP	⿵	冂	丄
903	冇	GH	⿸	𠂇	冂
903	冇	[M]T	⿸	𠂇	⺆
903	冇	X	㇯	有	𠄠
907	冋	GTJ	⿵	冂	口
909	再	GHTJKPV	⿱	一	冉
910	冎	G	⿱	？	冂
910	冎	TJP	⿱	𭁟	冂
911	冏	G	⿵	冂	㕣
912	冐	GJP	⿱	冃	⺝
912	冐	T	⿱	日	月
912	冐	K	⿱	冃	冃
913	冑	GHTJKP	⿱	由	冃
914	冒	GHTKPV[B]	⿱	冃	目
914	冒	J	⿱	日	目
915	冓	GHTJKP	⿱	𠀎	冉
916	冔	GHTKPV	⿱	冃	吁
917	冕	GHTKPV[B]	⿱	冃	免
917	冕	Z	⿱	日	免
919	冗	GHTJKPV	⿱	冖	几
921	写	GJ[B]	⿱	冖	与
922	冚	GH	⿱	冖	山
923	军	G	⿱	冖	车
925	冝	GTJK	⿱	冖	且
926	冞	GHTKP	⿱	冖	米
927	冟	GTK	⿱	冖	皀
928	冠	GHTJKPV	⿱	冖	㝴
930	冢	GHTJKP	⿱	冖	豖
931	冣	GTJK	⿱	冖	取
932	冤	GHTKPV[B]	⿱	冖	兔
933	冥	GHTJKPV	⿱	冖	昗
935	冧	GH	⿱	冖	林
936	冨	GHTJK	⿱	冖	畐
937	冩	GTJK	⿱	冖	舄
938	冪	GHTJKPV	⿱	冖	幕
939	冫	GHTJKP	⿱	丶	㇀
940	冬	GHTJPV	⿱	夂	⺀
940	冬	K	⿱	夂	冫
941	冭	G	⿱	大	⺀
941	冭	TJ	⿱	大	冫
942	冮	GH	⿰	冫	工
943	冯	G	⿰	冫	马
944	冰	GHTJKPV	⿰	冫	水
945	冱	GHTJKP	⿰	冫	互
946	冲	GHTJKP	⿰	冫	中
947	决	GHTJKP	⿰	冫	夬
948	冴	GHTJK	⿰	冫	牙
949	况	GHTJKPV	⿰	冫	兄
950	冶	GHTJKPV	⿰	冫	台
951	冷	GHTJKPV	⿰	冫	令
952	冸	GHTKP	⿰	冫	半
953	冹	GHTKP	⿰	冫	犮
954	冺	GTJ	⿰	冫	民
955	冻	G	⿰	冫	东
956	冼	GHTJK	⿰	冫	先
957	冽	GHTJKPV	⿰	冫	列
958	冾	GHTJK	⿰	冫	合
959	冿	GTJK	⿰	冫	聿
960	净	GT	⿰	冫	争
961	凁	GTK	⿰	冫	束
962	凂	GTK	⿰	冫	免
963	凃	GHTJ	⿰	冫	余
964	凄	GHTJKP	⿰	冫	妻
965	凅	GHTJKP	⿰	冫	固
966	准	GHTJKPV	⿰	冫	隹
967	凇	GHTP	⿰	冫	松
968	凈	GHTJKP	⿰	冫	爭
969	凉	GHTJKP	⿰	冫	京
970	凊	GHT	⿰	冫	青
970	凊	JKP	⿰	冫	靑
971	凋	GHTJKP	⿰	冫	周
972	凌	GHTJKPV	⿰	冫	夌
973	凍	GHTJKPV	⿰	冫	東
974	凎	GHTK	⿰	冫	金
975	减	GHTJKP	⿰	冫	咸
976	凐	GHTK	⿰	冫	垔
977	凑	GHMTJK	⿰	冫	奏
978	凒	GHTJKP	⿰	冫	豈
979	凓	GHTJKP	⿰	冫	栗
980	凔	GHTKP	⿰	冫	倉
981	凕	GTJK	⿰	冫	冥
982	凖	GTJKP	⿱	准	十
983	凗	GHTKP	⿰	冫	崔
984	凘	GHTJKP	⿰	冫	斯
985	凙	GTP	⿰	冫	睪
986	凚	GTP	⿰	冫	禁
987	凛	GHTJKP	⿰	冫	禀
988	凜	GHTJKPV	⿰	冫	稟
989	凝	GHTJKPV	⿰	冫	疑
990	凞	GJ	⿰	冫	熈
991	凟	GT	⿰	冫	賣
991	凟	H	⿰	冫	𧶠
992	几	GHTJKPV	⿰	丿	㇈
993	凡	GHTJKPV	⿵	几	丶
994	凢	GHTJKP	⿱	㇒	几
995	凣	GT	⿱	丨	几
996	凤	GHT	⿵	𠘨	又
997	凥	GTJKP	⿸	尸	几
998	処	GJKP	⿺	夂	几
999	凧	GJK	⿵	𠘨	巾
1000	凨	GT	⿵	𠘨	云
1001	凩	GJK	⿵	𠘨	木
1002	凪	GTJK	⿵	𠘨	止
1003	凫	G	⿹	？	几
1004	凬	GTP	⿵	𠘨	𣄼
1005	凭	GHTJKPV	⿱	任	几
1006	凮	GTJ	⿵	𠘨	百
1007	凯	G	⿰	岂	几
1008	凰	GHTJKPV	⿵	𠘨	皇
1009	凱	GHTJKPV	⿰	豈	几
1010	凲	GTJ	⿵	𠘨	兼
1011	凳	GHTJKP	⿱	登	几
1012	凴	GHTJKP	⿱	馮	几
1014	凶	GHTJKPV	⿶	凵	㐅
1015	凷	GTJP	⿶	凵	土
1018	出	GHTJKPV	⿱	屮	凵
1019	击	G	⿱	𰀁	凵
1020	凼	GH	⿶	凵	水
1023	凿	G	⿶	凵	丵
1024	刀	GHTJKPV	⿹	𠃌	丿
1025	刁	GHTJKPV	⿹	𠃌	㇀
1026	刂	GHTJK	⿰	丨	亅
1027	刃	GKV[B]	⿹	刀	㇒
1027	刃	HT	⿹	刀	丶
1027	刃	X	⿹	𠃌	㐅
1029	刅	GHTK	⿰	刃	丶
1030	分	GHTJKPV	⿱	八	刀
1031	切	GHTJKPV	⿰	七	刀
1032	刈	GHTJKP	⿰	㐅	刂
1033	刉	GHTK	⿰	乞	刂
1034	刊	GHTJKPV	⿰	干	刂
1035	刋	GHTJK	⿰	？	刂
1036	刌	GHTKPV	⿰	寸	刂
1037	刍	G	⿱	⺈	𫜹
1038	刎	GHTJKPV	⿰	勿	刂
1039	刏	GTKP	⿰	气	刂
1040	刐	GHTK	⿰	丹	刂
1041	刑	GHTJKPV	⿰	开	刂
1042	划	GHTJKP	⿰	戈	刂
1043	刓	GHTJKP	⿰	元	刂
1044	刔	GTJK	⿰	夬	刂
1045	刕	GTJK	⿱	刀	𠚪
1046	刖	GHTJKP	⿰	月	刂
1047	列	GHTJKPV	⿰	歹	刂
1048	刘	GTJKP	⿰	文	刂
1049	则	G	⿰	贝	刂
1050	刚	G	⿰	冈	刂
1051	创	G	⿰	仓	刂
1052	刜	GHTKP	⿰	弗	刂
1053	初	GHTJKPV	⿰	衤	刀
1054	刞	GHTK	⿰	且	刂
1055	刟	GHTV	⿰	召	刂
1056	删	GV	⿰	册	刂
1057	刡	GHTK	⿰	民	刂
1058	刢	GTJK	⿰	令	刂
1059	刣	GT	⿰	台	刂
1060	判	GHTJ	⿰	半	刂
1061	別	GHTJKPV	⿰	𠮠	刂
1062	刦	GHTKPV	⿰	去	刂
1063	刧	GHTJKPV	⿰	去	刀
1064	刨	GHTKPV	⿰	包	刂
1065	利	GHTJKPV	⿰	禾	刂
1066	刪	GHTJKP	⿰	冊	刂
1067	别	GT	⿰	另	刂
1068	刬	G	⿰	戋	刂
1069	刭	G	⿰	𢀖	刂
1070	刮	GHTJKP	⿰	舌	刂
1071	刯	GT	⿰	亘	刂
1072	到	GHTJKPV	⿰	至	刂
1073	刱	GHTJKP	⿰	井	刅
1074	刲	GHTJKP	⿰	圭	刂
1075	刳	GHTJKP	⿰	夸	刂
1076	刴	GHTKP	⿰	朶	刂
1077	刵	GHTJKP	⿰	耳	刂
1079	刷	GHTJKPV	⿰	𡰯	刂
1080	券	GHTJ	⿱	龹	刀
1080	券	KPV	⿱	𠔉	刀
1081	刹	GTJKP	⿰	杀	刂
1082	刺	GHTJKPV	⿰	朿	刂
1083	刻	GHTJKPV	⿰	亥	刂
1084	刼	GHTJKP	⿰	去	刃
1085	刽	GT	⿰	会	刂
1086	刾	GT	⿰	夹	刂
1087	刿	G	⿰	岁	刂
1088	剀	G	⿰	岂	刂
1089	剁	GHT	⿰	朵	刂
1090	剂	G	⿰	齐	刂
1091	剃	GHTJKP	⿰	弟	刂
1092	剄	GHTJKP	⿰	巠	刂
1093	剅	GTJK	⿰	豆	刂
1094	剆	GHT	⿰	？	刂
1094	剆	K	⿰	良	刂
1095	則	GHTJKPV	⿰	貝	刂
1096	剈	GTK	⿰	肙	刂
1097	剉	GHTJKP	⿰	坐	刂
1098	削	GHTJKPV	⿰	肖	刂
1099	剋	GHTJKP	⿺	克	刂
1100	剌	GHTJKP	⿰	束	刂
1101	前	T	⿱	䒑	刖
1102	剎	GHT	⿰	𣏂	刂
1104	剐	G	⿰	呙	刂
1105	剑	G	⿰	佥	刂
1106	剒	GHTKP	⿰	昔	刂
1107	剓	GT	⿱	𥝢	刀
1108	剔	GHTJKP	⿰	易	刂
1109	剕	GHTJKP	⿰	非	刂
1110	剖	GHTJKPV	⿰	咅	刂
1111	剗	GHTJKP	⿰	戔	刂
1112	剘	GTJK	⿰	其	刂
1113	剙	GHT	⿰	并	刅
1113	剙	Z	⿰	幷	刅
1114	剚	GHTJKP	⿰	事	刂
1115	剛	GHTJKPV	⿰	岡	刂
1116	剜	GHTJKP	⿰	宛	刂
1117	剝	GHTJKPV	⿰	彔	刂
1118	剞	GHTJKP	⿰	奇	刂
1118	剞	U	⿰	竒	刂
1119	剟	GHTJKP	⿰	叕	刂
1120	剠	GHTJKP	⿰	京	刂
1121	剡	GHTJKP	⿰	炎	刂
1122	剢	GHTK	⿰	豖	刂
1123	剣	GMTJ	⿰	㑒	刂
1124	剤	GTJK	⿰	斉	刂
1125	剥	GTJK	⿰	录	刂
1126	剦	GTJ	⿰	奄	刂
1127	剧	GTV	⿰	居	刂
1128	剨	GHTP	⿰	砉	刂
1129	剩	GHTJKPV	⿰	乘	刂
1130	剪	GHTKPV	⿱	前	刀
1131	剫	GHTKP	⿰	度	刂
1132	剬	GHTJKP	⿰	耑	刂
1133	剭	GHTKP	⿰	屋	刂
1134	剮	GHTJKP	⿰	咼	刂
1135	副	GHTJKPV	⿰	畐	刂
1136	剰	GTJP	⿰	乗	刂
1137	剱	GJ	⿰	㑒	刃
1138	割	GHTJK	⿰	害	刂
1139	剳	GHTJKP	⿰	荅	刂
1140	剴	GHTJKP	⿰	豈	刂
1141	創	GHTJKPV	⿰	倉	刂
1142	剶	GT	⿰	彖	刂
1143	剷	GV	⿰	産	刂
1143	剷	HTJKP	⿰	產	刂
1144	剸	GHTJKP	⿰	專	刂
1145	剹	GHTJK	⿰	翏	刂
1146	剺	GHTKP	⿸	𠩺	刀
1147	剻	GHT	⿰	崩	刂
1148	剼	GHTK	⿰	參	刂
1149	剽	GHTJKP	⿰	票	刂
1150	剾	GT	⿰	區	刂
1151	剿	GHTJKPV	⿰	巢	刂
1152	劀	GHTJKP	⿰	矞	刂
1153	劁	GHTK	⿰	焦	刂
1154	劂	GHTJKPV	⿰	厥	刂
1155	劃	GHTJKPV	⿰	畫	刂
1156	劄	GHTJV	⿰	答	刂
1157	劅	GTJKP	⿰	蜀	刂
1158	劆	GTP	⿰	廉	刂
1159	劇	GHTJKPV	⿰	豦	刂
1160	劈	GHTJKP	⿱	辟	刀
1161	劉	X	⿰	𨥫	刂
1162	劊	GHTJKP	⿰	會	刂
1163	劋	GHTKP	⿰	喿	刂
1164	劌	GHTJKP	⿰	歲	刂
1165	劍	GHTJKPV	⿰	僉	刂
1166	劎	GMTK	⿰	僉	刀
1167	劏	GH	⿰	當	刂
1168	劐	GHK	⿰	蒦	刂
1169	劑	GHTJKPV	⿰	齊	刂
1170	劒	GMTJKP	⿰	僉	刃
1171	劓	GHTKP	⿰	鼻	刂
1172	劔	GHTJK	⿰	僉	刄
1173	劕	GTJKPV	⿰	質	刂
1174	劖	GHTJKP	⿰	毚	刂
1175	劗	GHTJKP	⿰	贊	刂
1176	劘	GHTJKP	⿰	靡	刂
1177	劙	GHTKP	⿰	蠡	刂
1178	劚	GHTJK	⿰	屬	刂
1180	劜	GTJ	⿰	力	乚
1181	劝	GT	⿰	又	力
1183	功	GHTJKPV	⿰	工	力
1184	加	GHTJKPV	⿰	力	口
1185	务	GH	⿱	夂	力
1186	劢	G	⿰	万	力
1187	劣	GHTJKPV	⿱	少	力
1188	劤	GHTJKP	⿰	斤	力
1189	劥	GTJ	⿰	亢	力
1190	劦	GHTJK	⿱	力	𠠴
1191	劧	GTJ	⿰	手	力
1192	动	GHT	⿰	云	力
1193	助	GHTJKPV	⿰	且	力
1194	努	GHTJKPV	⿱	奴	力
1195	劫	GHTJKPV	⿰	去	力
1196	劬	GHTJKPV	⿰	句	力
1197	劭	GHTJKP	⿰	召	力
1198	劮	GHTK	⿰	失	力
1199	劯	GTJ	⿰	石	力
1200	劰	GTJ	⿰	白	力
1201	励	GTJKP	⿰	厉	力
1202	劲	G	⿰	𢀖	力
1203	劳	GTP	⿱	𫇦	力
1204	労	GTJKP	⿱	𰃮	力
1205	劵	GHT	⿱	龹	力
1205	劵	JK	⿱	𠔉	力
1206	劶	GTJ	⿰	后	力
1207	劷	GTJ	⿰	羊	力
1208	劸	GTJV	⿰	圭	力
1209	効	GHTJKPV	⿰	交	力
1210	劺	GTJ	⿰	牟	力
1211	劻	GHTJKP	⿰	匡	力
1212	劼	GHTJKP	⿰	吉	力
1213	劽	GTJK	⿱	列	力
1214	劾	GHTJKPV	⿰	亥	力
1215	势	G	⿱	执	力
1216	勀	GHTJK	⿰	克	力
1217	勁	GHTJKPV	⿰	巠	力
1218	勂	GTK	⿰	告	力
1218	勂	H	⿰	吿	力
1219	勃	GHTJKPV	⿰	孛	力
1220	勄	GTJK	⿰	每	力
1221	勅	GHTJKP	⿰	束	力
1222	勆	G	⿰	？	力
1222	勆	TJ	⿰	良	力
1223	勇	GHTV	⿱	甬	力
1223	勇	JKP	⿱	龴	男
1224	勈	GTJ	⿰	甬	力
1225	勉	GHTJKP	⿺	免	力
1226	勊	GTJ	⿺	克	力
1227	勋	G	⿰	员	力
1228	勌	GHTJK	⿰	卷	力
1229	勍	GHTJKP	⿰	京	力
1230	勎	GT	⿰	坴	力
1231	勏	GTJK	⿰	咅	力
1232	勐	GHTJK	⿰	孟	力
1233	勑	GHTJKPV	⿰	來	力
1234	勒	GHTJKPV	⿰	革	力
1235	勓	GHTKP	⿰	皆	力
1236	勔	GTJKP	⿰	面	力
1237	動	GHTJKPV	⿰	重	力
1238	勖	GHTKP	⿰	冒	力
1239	勗	GTJP	⿱	日	助
1239	勗	H	⿱	曰	助
1239	勗	K	⿱	冃	助
1240	勘	GHTJKPV	⿰	甚	力
1241	務	GHTJKPV	⿰	矛	务
1242	勚	G	⿰	贳	力
1243	勛	GHTJKPV	⿰	員	力
1244	勜	GTJ	⿰	翁	力
1245	勝	GHTJKPV	⿰	月	劵
1246	勞	GHTJKPV	⿱	𤇾	力
1247	募	GHTJKPV	⿱	莫	力
1248	勠	GHTJKP	⿰	翏	力
1249	勡	GHTJKP	⿰	票	力
1250	勢	GHTJPV	⿱	埶	力
1251	勣	GHTJKP	⿰	責	力
1252	勤	GHTKPV	⿰	堇	力
1252	勤	J	⿰	𦰌	力
1253	勥	G	⿱	强	力
1253	勥	TJ	⿱	強	力
1254	勦	GHTJKPV	⿰	巢	力
1255	勧	GTJK	⿰	𮥶	力
1256	勨	GTJK	⿰	象	力
1257	勩	GHTJKP	⿰	貰	力
1258	勪	GTJ	⿰	喬	力
1259	勫	GHTKP	⿰	番	力
1260	勬	GTJK	⿰	絭	力
1261	勭	GT	⿰	童	力
1262	勮	GTKP	⿰	豦	力
1263	勯	GHTKP	⿰	亶	力
1264	勰	GHTJKP	⿰	劦	思
1265	勱	GHTJKP	⿰	萬	力
1266	勲	GMTJKP	⿱	動	灬
1267	勳	GHTJKPV	⿰	熏	力
1268	勴	GHTJK	⿰	慮	力
1269	勵	GHTJKPV	⿰	厲	力
1270	勶	GTJK	⿱	徹	力
1271	勷	GHTJKP	⿰	襄	力
1272	勸	GHTJKPV	⿰	雚	力
1273	勹	GHTJKP	⿰	㇒	𠃌
1274	勺	GHTJPV	⿹	勹	丶
1274	勺	K	⿹	勹	一
1275	勻	GHTJKP	⿹	勹	二
1276	勼	GHTK	⿹	勹	九
1277	勽	GT	⿹	勹	人
1278	勾	GHTJKPV	⿹	勹	厶
1280	匀	GTJK	⿹	勹	冫
1282	匂	GJK	⿹	勹	匕
1283	匃	GTJKP	⿹	勹	亾
1284	匄	GTP	⿹	勹	亡
1285	包	GHTKPV	⿹	勹	巳
1285	包	J	⿹	勹	己
1287	匇	GTJ	⿹	勹	夕
1288	匈	GHTJKPV	⿹	勹	凶
1289	匉	GHTKP	⿹	勹	平
1290	匊	GHTJKP	⿹	勹	米
1291	匋	GHTJKP	⿹	勹	缶
1292	匌	GTJKP	⿹	勹	合
1293	匍	GHTJKPV	⿹	勹	甫
1294	匎	GHTK	⿹	勹	奄
1295	匏	GHTKPV	⿰	夸	包
1296	匐	GHTJKPV	⿹	勹	畐
1297	匑	GHTJKP	⿹	勹	躬
1298	匒	GHTP	⿹	勹	荅
1299	匓	TJK	⿹	勹	𣪘
1300	匔	GTK	⿹	勹	躳
1301	匕	GHJKP	⿺	乚	㇒
1301	匕	T	⿺	乚	一
1302	化	GPV	⿰	亻	𠤎
1302	化	HTJK	⿰	亻	匕
1303	北	GHTJKPV	⿰	？	匕
1304	匘	GTJ	⿰	匕	𡿺
1305	匙	GHTJKPV	⿺	是	匕
1307	匛	GTJK	⿷	匚	久
1308	匜	GHTJKP	⿷	匚	也
1309	匝	GHTJKPV	⿷	匚	巾
1310	匞	GTJP	⿷	匚	工
1311	匟	GHTJK	⿷	匚	亢
1312	匠	GHTJKP	⿷	匚	斤
1313	匡	GHTJKPV	⿷	匚	王
1314	匢	GHTK	⿷	匚	勿
1315	匣	GHTJKPV	⿷	匚	甲
1316	匤	GHTJ	⿷	匚	玉
1317	匥	GTJKP	⿷	匚	弁
1318	匦	G	⿷	匚	轨
1319	匧	GHTJKP	⿷	匚	夾
1320	匨	GTJ	⿷	匚	壯
1321	匩	G	⿷	匚	𡉚
1321	匩	TJ	⿷	匚	㞷
1322	匪	GHTJKPV	⿷	匚	非
1323	匫	GTJK	⿷	匚	曶
1324	匬	GHTV	⿷	匚	俞
1324	匬	JKP	⿷	匚	兪
1325	匭	GHTJKP	⿷	匚	軌
1326	匮	G	⿷	匚	贵
1327	匯	GHTJKP	⿷	匚	淮
1328	匰	GHTJKP	⿷	匚	單
1329	匱	GHTJKPV	⿷	匚	貴
1330	匲	GHTJK	⿷	匚	𡙗
1331	匳	GHTJKP	⿷	匚	僉
1332	匴	GHTKP	⿷	匚	算
1333	匵	GTKP	⿷	匚	賣
1333	匵	J	⿷	匚	𧶠
1334	匶	GTKP	⿷	匚	舊
1335	匷	GHTK	⿷	匚	瞿
1337	匹	GJKPV	⿷	匚	儿
1337	匹	HT	⿷	匸	儿
1338	区	GJK	⿷	匚	㐅
1338	区	T	⿷	匸	㐅
1339	医	GJKP	⿷	匚	矢
1339	医	HT	⿷	匸	矢
1340	匼	GKPV	⿷	匚	合
1340	匼	HTJ	⿷	匸	合
1341	匽	GJKP	⿷	匚	妟
1341	匽	HT	⿷	匸	妟
1342	匾	GKP	⿷	匚	扁
1342	匾	HTJ	⿷	匸	扁
1343	匿	GJKPV	⿷	匚	若
1343	匿	HT	⿷	匸	若
1344	區	GJKPV	⿷	匚	品
1344	區	HT	⿷	匸	品
1346	卂	GHJK[P][V]	⿹	⺄	十
1346	卂	T	⿹	㇈	十
1347	千	GHTJKPV	⿱	㇒	十
1350	卆	GTJKP	⿱	九	十
1351	升	GHTJKPV	⿱	㇒	廾
1352	午	GHTJKPV	⿱	𠂉	十
1353	卉	GHTJKP	⿱	十	廾
1355	卋	GMTJP	⿱	十	廿
1358	华	GT	⿱	化	十
1359	协	GT	⿰	十	办
1360	卐	GT	Single	⿾	卍
1361	卑	X	⿱	㇒	𤰞
1362	卒	GHTJKPV	⿱	𠅃	十
1363	卓	GHTJKPV	⿱	⺊	早
1364	協	GHTJKPV	⿰	十	劦
1366	卖	G	⿱	十	买
1369	卙	GTJK	⿰	甚	十
1370	博	GHTJKPV	⿰	十	尃
1371	卛	GTJ	⿱	䜌	十
1374	卞	GHTJKPV	⿱	丶	下
1375	卟	GHT	⿰	口	卜
1376	占	GHTJKPV	⿱	⺊	口
1377	卡	GHTJK	⿱	上	卜
1378	卢	G	⿱	⺊	尸
1379	卣	GHTJKP	⿱	⺊	囙
1380	卤	GHT	⿱	⺊	龱
1381	卥	GTJ	⿱	⺊	？
1382	卦	GHTJKPV	⿰	圭	卜
1383	卧	GHTJP	⿰	臣	卜
1384	卨	GTKP	⿱	⺊	咼
1387	卫	G	⿱	𰆊	一
1388	卬	GHTJKPV	⿰	？	卩
1389	卭	GHTJK	⿰	工	卩
1390	卮	GHTJKP	⿸	𠂋	㔾
1391	卯	GHTJKPV	⿰	𠂎	卩
1392	印	GHTPV	⿰	？	卩
1392	印	JK	⿰	？	卩
1393	危	GHTJKPV	⿸	厃	㔾
1394	卲	GHTJKPV	⿰	召	卩
1395	即	GHTJKPV	⿰	？	卩
1396	却	GHTJKP	⿰	去	卩
1397	卵	GHTJKP	⿰	𠂑	卪
1398	卶	GTK	⿰	多	卩
1399	卷	GHTV	⿱	龹	㔾
1399	卷	JKP	⿱	𠔉	㔾
1400	卸	GHTJKPV	⿰	𦈢	卩
1401	卹	GHTJKP	⿰	血	卩
1402	卺	GTJKP	⿱	丞	㔾
1403	卻	GHTJKPV	⿰	谷	卩
1404	卼	GP	⿺	兀	危
1404	卼	HTK	⿰	兀	危
1405	卽	GHTJKP	⿰	皀	卩
1406	卾	GHTJK	⿰	咢	卩
